Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR_price,Country,City,Price_groub,Views Performance
Cabin Boat,Nidelv power boats,"Used boat,Unleaded",1995,7.5,2.5,GRP,607,26520.0,Switzerland, Neuenburgersee ,Cheap (less than 44290),Good (more than 170)
Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1996,8.9,2.9,GRP,605,24900.0,Italy, Toscana ,Cheap (less than 44290),Good (more than 170)
Wakeboard/Wakesurf,MasterCraft power boats,"Display Model,Unleaded",2019,6.8,2.5,GRP,605,188700.0,Switzerland, Uznach,Expensive (more than 250000),Good (more than 170)
Motor Yacht,Tullio Abbate power boats,"Used boat,Unleaded",1990,7.85,2.26,GRP,605,25398.0,Switzerland, Lake Constance ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Windy power boats,Used boat,1986,6.7,2.5,GRP,604,15198.0,Switzerland, Lake Constance ,Cheap (less than 44290),Good (more than 170)
Runabout,Frauscher power boats,"Used boat,Unleaded",2019,9.99,2.92,GRP,603,306000.0,Switzerland, Lago Maggiore ,Expensive (more than 250000),Good (more than 170)
Flybridge,Princess power boats,"Used boat,Diesel",2018,30.21,7.04,GRP,603,8014500.0,Spain, Denia,Expensive (more than 250000),Good (more than 170)
Wakeboard/Wakesurf,MasterCraft power boats,"Used boat,Unleaded",2012,6.78,2.54,Plastic,599,84150.0,Switzerland, Lake of Zurich ,Medium (44290-250000),Good (more than 170)
Sport Boat,Regal power boats,"Used boat,Unleaded",1992,5.2,2.2,GRP,599,12750.0,Other,None,Cheap (less than 44290),Good (more than 170)
Motor Yacht,Doral power boats,"Used boat,Diesel",1999,8.25,2.59,GRP,598,59500.0,Other, Sipplingen,Medium (44290-250000),Good (more than 170)
Bowrider,Frauscher power boats,"Display Model,Unleaded",2017,7.47,2.49,GRP,598,150000.0,Switzerland, Lake Constance ,Expensive (more than 250000),Good (more than 170)
Sport Boat,Bavaria power boats,"Used boat,Unleaded",2007,10.0,2.6,GRP,597,69870.0,Switzerland, Lake Geneva ,Medium (44290-250000),Good (more than 170)
Sport Boat,MasterCraft power boats,"Used boat,Unleaded",2006,6.1,2.5,Carbon Fiber,596,33000.0,Other, Warszawa,Cheap (less than 44290),Good (more than 170)
Classic,Boesch power boats,Used boat,1967,5.1,2.0,Wood,595,29580.0,Switzerland, Neuenburgersee ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Regal power boats,"Used boat,Unleaded",1982,5.69,2.24,Plastic,594,8160.0,Switzerland, Neuenburgersee ,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Saga power boats,"Used boat,Diesel",1978,8.12,2.75,GRP,593,22440.0,Switzerland, Bielersee ,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Sea Ray power boats,Used boat,1985,3.0,8.0,Plastic,589,17340.0,Switzerland, Neuenburgersee ,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Nadirmarine power boats,"Used boat,Unleaded",2011,7.5,2.5,GRP,586,32000.0,Italy, Toscana ,Cheap (less than 44290),Good (more than 170)
Offshore Boat,Schweizer Bateaux power boats,"Used boat,Unleaded",1989,8.6,2.3,GRP,586,18360.0,Switzerland, Lake of Zurich ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Bayliner power boats,"Used boat,Unleaded",1993,8.5,2.6,GRP,585,10000.0,Italy, Toscana ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2005,6.96,2.55,GRP,585,43350.0,Switzerland, Bielersee ,Cheap (less than 44290),Good (more than 170)
Deck Boat,Cobalt power boats,"Used boat,Unleaded",1995,7.07,2.59,GRP,583,18768.0,Switzerland, Diessenhofen,Cheap (less than 44290),Good (more than 170)
Motor Yacht,Paragon power boats,"Used boat,Diesel",2009,8.52,3.0,GRP,582,98000.0,Netherlands, Flevoland ,Expensive (more than 250000),Good (more than 170)
Classic,Boesch power boats,Used boat,1983,6.86,2.35,Wood,581,63240.0,Switzerland, Lake of Zurich ,Medium (44290-250000),Good (more than 170)
Sport Boat,Draco power boats,"Used boat,Unleaded",1990,6.77,2.28,GRP,581,30600.0,Switzerland, Lake Constance ,Cheap (less than 44290),Good (more than 170)
Classic,Lavagna power boats,"Used boat,Diesel",1967,18.5,4.95,Wood,578,295800.0,France, Alpes Maritimes ,Expensive (more than 250000),Good (more than 170)
Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2014,6.1,2.59,GRP,578,56100.0,Switzerland, Neuenburgersee ,Medium (44290-250000),Good (more than 170)
Trawler,Four Winns power boats,"Used boat,Unleaded",2000,8.6,2.59,GRP,578,29500.0,Other, Castelletto Ticino ,Cheap (less than 44290),Good (more than 170)
Classic,Riva power boats,"Used boat,Unleaded",1962,6.0,2.16,Wood,577,99000.0,Switzerland, Luganersee ,Expensive (more than 250000),Good (more than 170)
Cabin Boat,Hollandia power boats,"Used boat,Diesel",1991,10.3,3.3,Steel,576,33660.0,Switzerland, Neuenburgersee ,Cheap (less than 44290),Good (more than 170)
Motor Yacht,Doral power boats,"Used boat,Unleaded",2000,7.66,2.61,GRP,575,49470.0,Switzerland, Lake of Zurich ,Medium (44290-250000),Good (more than 170)
Bowrider,Ecofiber power boats,"Used boat,Unleaded",2000,4.15,1.65,GRP,574,7140.0,Switzerland, Neuenburgersee ,Cheap (less than 44290),Good (more than 170)
Classic,Boesch power boats,"Used boat,Unleaded",1996,6.65,2.2,Wood,573,121380.0,Switzerland, Lake of Zurich ,Expensive (more than 250000),Good (more than 170)
Motor Yacht,Erman Yachting power boats,"new boat from stock,Diesel",2020,10.9,3.5,GRP,571,351900.0,Switzerland, Lake Constance ,Expensive (more than 250000),Good (more than 170)
Sport Boat,Sigrist power boats,"Used boat,Unleaded",1973,5.6,2.1,Wood,567,45900.0,Switzerland, Lake Geneva ,Medium (44290-250000),Good (more than 170)
Classic,Boesch power boats,"Used boat,Unleaded",1979,5.8,2.05,Wood,566,47500.0,Germany, Lake Constance ,Medium (44290-250000),Good (more than 170)
Sport Boat,Sunseeker power boats,"Used boat,Unleaded",1980,6.9,2.45,GRP,565,10098.0,Switzerland, Faoug ,Cheap (less than 44290),Good (more than 170)
Runabout,Frauscher power boats,"new boat on order,Diesel",2009,6.86,2.25,GRP,562,61200.0,Switzerland, Lake Geneva ,Medium (44290-250000),Good (more than 170)
Cabin Boat,Coronet power boats,"Used boat,Unleaded",1985,6.5,2.45,GRP,561,7650.0,Switzerland, Lake Constance ,Cheap (less than 44290),Good (more than 170)
Classic,Boesch power boats,"Used boat,Unleaded",2004,6.5,2.2,Wood,555,91800.0,Switzerland, Lake of Zurich ,Medium (44290-250000),Good (more than 170)
Sport Boat,Frauscher power boats,"new boat from stock,Diesel",2020,13.9,3.8,GRP,554,776179.0,Switzerland, Gottlieben ,Expensive (more than 250000),Good (more than 170)
Sport Boat,Tullio Abbate power boats,"Used boat,Diesel",1984,10.05,3.03,Plastic,550,29500.0,Spain, Ibiza y Formentera ,Cheap (less than 44290),Good (more than 170)
Pilothouse,Lambro power boats,"Used boat,Unleaded",0,6.5,2.45,GRP,550,5100.0,Switzerland, 3421 Lyssach,Cheap (less than 44290),Good (more than 170)
Bowrider,Clear power boats,"Used boat,Unleaded",2014,6.15,2.2,GRP,549,29070.0,Switzerland, Uznach ,Cheap (less than 44290),Good (more than 170)
Runabout,Stingray power boats,"Used boat,Unleaded",2006,6.5,2.5,GRP,548,10399.87,Other,None,Cheap (less than 44290),Good (more than 170)
Classic,Riva power boats,Used boat,1969,5.7,2.16,Wood,546,45900.0,Switzerland, Weggis,Medium (44290-250000),Good (more than 170)
Sport Boat,Skibsplast power boats,Used boat,1980,5.85,2.23,GRP,543,6018.0,Switzerland, Faoug ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Sea-Doo power boats,"Used boat,Unleaded",2008,4.67,2.16,GRP,540,20389.8,Switzerland, Lake of Zurich ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Windy power boats,"Used boat,Unleaded",1992,7.85,2.54,GRP,540,28050.0,Switzerland, Lake Constance ,Cheap (less than 44290),Good (more than 170)
Fishing Boat,Hasler power boats,"Used boat,Unleaded",1989,6.06,1.93,Steel,540,15300.0,Switzerland, Stansstad,Cheap (less than 44290),Good (more than 170)
Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2008,9.6,2.98,GRP,539,79000.0,Germany," Deutschland, Rhein Neckar Kreis",Medium (44290-250000),Good (more than 170)
Sport Boat,Gobbi power boats,"Used boat,Unleaded",1990,6.6,2.35,GRP,538,14790.0,Switzerland, Turgi/Werkhalle,Cheap (less than 44290),Good (more than 170)
Sport Boat,Scand power boats,"Used boat,Unleaded",1989,8.5,3.0,GRP,537,22440.0,Switzerland, Bielersee,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Bella power boats,Used boat,2005,6.5,2.42,GRP,535,35190.0,Switzerland, Luganersee ,Cheap (less than 44290),Good (more than 170)
Flybridge,Sunseeker power boats,"new boat on order,Diesel",2020,28.06,6.55,GRP,535,8424099.45,UnitedKingdom, Poole / GB ,Expensive (more than 250000),Good (more than 170)
Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2004,8.72,2.89,GRP,535,63750.0,Switzerland, Lago Maggiore ,Medium (44290-250000),Good (more than 170)
Sport Boat,Cranchi power boats,"Used boat,Diesel",2002,9.1,2.83,GRP,535,46800.0,Switzerland, Locarno ,Medium (44290-250000),Good (more than 170)
Classic,Riva power boats,"Used boat,Unleaded",1970,6.55,2.33,Wood,534,89000.0,Italy, Salo Gardasee ,Medium (44290-250000),Good (more than 170)
Runabout,Flying Shark power boats,Display Model,2019,4.2,1.73,GRP,534,19380.0,Switzerland, Vierwaldst¤ttersee ,Cheap (less than 44290),Good (more than 170)
Classic,Boesch power boats,"Used boat,Unleaded",1963,6.4,2.22,Wood,531,60690.0,Switzerland, Lake Geneva ,Medium (44290-250000),Good (more than 170)
Trawler,AMS Marine Yachten power boats,"Used boat,Diesel",1976,12.2,4.25,GRP,530,71370.0,Denmark, S¼dd¤nemark ,Medium (44290-250000),Good (more than 170)
Sport Boat,Tecnorib power boats,"new boat from stock,Unleaded",2020,9.02,3.12,GRP,529,138500.0,Switzerland, Gottlieben ,Expensive (more than 250000),Good (more than 170)
Bowrider,Tahoe power boats,"Used boat,Unleaded",2015,6.05,2.38,GRP,529,38556.0,Switzerland, Bielersee ,Cheap (less than 44290),Good (more than 170)
Center console boat,Karel power boats,new boat on order,2020,5.5,2.1,GRP,528,13464.0,Switzerland, Lake of Zurich ,Cheap (less than 44290),Good (more than 170)
Water ski,Correct Craft power boats,"Used boat,Unleaded",1992,5.9,2.32,GRP,528,10198.98,Switzerland, Lake Geneva ,Cheap (less than 44290),Good (more than 170)
Hardtop,Finnmaster power boats,"Used boat,Unleaded",2001,6.01,2.3,GRP,527,22440.0,Switzerland, Rhein ,Cheap (less than 44290),Good (more than 170)
Classic,Riva power boats,"Used boat,Diesel",2008,9.92,2.8,GRP,527,397800.0,Switzerland, Lake Geneva ,Expensive (more than 250000),Good (more than 170)
Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1997,8.45,2.56,GRP,527,24900.0,Croatia(Hrvatska), Zadar,Cheap (less than 44290),Good (more than 170)
Motor Yacht,Formula power boats,"Used boat,Unleaded",1989,10.3,3.25,GRP,527,15900.0,Spain, Costa Brava ,Cheap (less than 44290),Good (more than 170)
Flybridge,Bayliner power boats,"Used boat,Diesel",1994,11.72,4.1,GRP,526,60180.0,Switzerland, Murtensee ,Medium (44290-250000),Good (more than 170)
House Boat,Altena power boats,"Used boat,Diesel",2002,15.3,4.4,Steel,525,306000.0,Switzerland, Neuenburgersee ,Expensive (more than 250000),Good (more than 170)
House Boat,Best power boats,"Used boat,Unleaded",2019,12.0,4.35,Plastic,525,129000.0,Germany, Brandenburg,Expensive (more than 250000),Good (more than 170)
Cabin Boat,Windy power boats,"Used boat,Unleaded",1980,7.4,2.8,GRP,525,13300.0,Germany, Mainz-Kostheim,Cheap (less than 44290),Good (more than 170)
Motor Yacht,Condor Yachting power boats,"Used boat,Diesel",1999,17.5,5.0,Steel,524,225000.0,France, France ,Expensive (more than 250000),Good (more than 170)
Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1990,7.19,2.49,GRP,523,14990.0,Germany, Nordrhein-Westfalen ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Thoma power boats,new boat from stock,2020,5.6,1.7,GRP,522,36108.0,Switzerland, Walensee ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,10.34,3.2,GRP,520,338664.48,Switzerland, Lake of Zurich ,Expensive (more than 250000),Good (more than 170)
Runabout,Boesch power boats,Used boat,1971,5.8,2.02,Wood,520,29500.0,Germany, Gardasse,Cheap (less than 44290),Good (more than 170)
Mega Yacht,Dacapo power boats,"Used boat,Diesel",1991,9.0,3.05,GRP,518,39900.0,Germany, Flensburger Frde ,Cheap (less than 44290),Good (more than 170)
Classic,Boesch power boats,"Used boat,Unleaded",1969,6.1,2.16,Wood,517,43860.0,Switzerland, Lake of Zurich ,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2004,7.34,2.57,GRP,516,29000.0,Germany, Nordsee ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Cobalt power boats,"Used boat,Unleaded",2007,7.26,2.59,Plastic,513,49950.0,Switzerland, Lago Maggiore ,Medium (44290-250000),Good (more than 170)
Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1995,8.53,3.2,GRP,513,45900.0,Switzerland, Bielersee ,Medium (44290-250000),Good (more than 170)
Fishing Boat,Terhi power boats,new boat from stock,2020,4.01,1.5,Thermoplastic,512,4054.5,Switzerland, Horgen,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Bayliner power boats,"Used boat,Unleaded",1996,5.97,2.29,GRP,512,12950.0,Germany, Bayern ,Cheap (less than 44290),Good (more than 170)
Classic,Boesch power boats,"Used boat,Unleaded",1983,5.7,2.2,Wood,511,30498.0,Switzerland, Lake Constance ,Cheap (less than 44290),Good (more than 170)
Bowrider,Sea Ray power boats,"Used boat,Unleaded",2017,10.5,3.2,GRP,508,321300.0,Switzerland, Lake of Zurich ,Expensive (more than 250000),Good (more than 170)
Cabin Boat,Fairline power boats,"Used boat,Unleaded",1992,8.94,3.06,GRP,508,24900.0,Germany, Lake Constance ,Cheap (less than 44290),Good (more than 170)
Pilothouse,Nidelv power boats,"Used boat,Diesel",1988,8.66,3.04,GRP,507,25500.0,Switzerland, Neuenburgersee ,Cheap (less than 44290),Good (more than 170)
Sport Boat,MasterCraft power boats,"Used boat,Unleaded",2008,6.4,2.59,Carbon Fiber,507,41500.0,Other, Warszawa,Cheap (less than 44290),Good (more than 170)
Sport Boat,Draco power boats,"Used boat,Unleaded",1986,5.15,2.1,GRP,507,10098.0,Switzerland, Walensee ,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Greenline power boats,"Used boat,Diesel",2013,9.99,3.47,GRP,506,139000.0,Germany, Berlin ,Expensive (more than 250000),Good (more than 170)
Classic,Chris Craft power boats,"Used boat,Unleaded",2006,6.0,2.45,GRP,503,49470.0,Switzerland, Lake of Zurich ,Medium (44290-250000),Good (more than 170)
Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2001,10.0,3.0,GRP,503,35000.0,Germany, Baden-W¼rttemberg ,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Crownline power boats,"Used boat,Unleaded",1999,8.89,3.15,GRP,502,31000.0,Croatia(Hrvatska), Rab ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Regal power boats,"Used boat,Unleaded",2006,8.5,2.5,GRP,501,35000.0,Italy, Campania ,Cheap (less than 44290),Good (more than 170)
Motor Yacht,Bavaria power boats,"Used boat,Diesel",2012,11.7,3.6,GRP,499,139500.0,Germany, Norddeutschland ,Expensive (more than 250000),Good (more than 170)
Cabin Boat,Seaswirl power boats,"Used boat,Unleaded",1997,6.7,2.3,GRP,498,8500.0,Italy, Sardegna ,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Fjord power boats,"Used boat,Unleaded",1973,6.5,2.5,GRP,495,10179.6,Switzerland, Lake of Zurich ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Ebbtide power boats,"Used boat,Unleaded",1992,5.8,2.34,GRP,494,24378.0,Switzerland, Lake Constance ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Stingray power boats,"Used boat,Unleaded",2013,6.99,2.52,GRP,493,60180.0,Switzerland, Lake Constance ,Medium (44290-250000),Good (more than 170)
Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",2003,8.2,2.57,GRP,491,42300.0,Germany, Soltau,Cheap (less than 44290),Good (more than 170)
Sport Boat,Volvo power boats,"Used boat,Unleaded",1995,5.8,2.28,GRP,490,7500.0,Germany, Baden-W¼rttemberg ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Windy power boats,"Used boat,Unleaded",1994,7.85,2.54,GRP,489,25500.0,Switzerland, Lake Geneva ,Cheap (less than 44290),Good (more than 170)
Motor Yacht,Cranchi power boats,Used boat,1981,5.75,2.27,GRP,489,6936.0,Switzerland, Luganersee ,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2003,7.26,2.54,Plastic,488,35700.0,Switzerland, Bielersee ,Cheap (less than 44290),Good (more than 170)
Bowrider,Regal power boats,"Used boat,Unleaded",2003,6.7,2.54,GRP,487,28500.0,Other,None,Cheap (less than 44290),Good (more than 170)
Sport Boat,Rinker power boats,"Used boat,Unleaded",2002,7.16,2.59,GRP,486,38760.0,Switzerland, Murtensee ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Crownline power boats,"Used boat,Unleaded",1999,8.15,2.59,GRP,486,48960.0,Switzerland, Lake of Zurich ,Medium (44290-250000),Good (more than 170)
Sport Boat,Faeton power boats,"Used boat,Unleaded",2006,7.3,2.75,GRP,485,26509.8,Switzerland, Lago Maggiore ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Chris Craft power boats,"Used boat,Unleaded",2006,9.0,3.05,GRP,485,94350.0,Switzerland, Lake of Zurich ,Medium (44290-250000),Good (more than 170)
Sport Boat,Regal power boats,"Used boat,Unleaded",2001,5.78,2.5,GRP,483,26010.0,Switzerland, Lake of Zurich ,Cheap (less than 44290),Good (more than 170)
Hardtop,Bavaria power boats,"Used boat,Unleaded",2017,13.29,3.97,GRP,482,235000.0,Croatia(Hrvatska), Pula ,Expensive (more than 250000),Good (more than 170)
Hardtop,Galeon power boats,"Used boat,Diesel",2017,11.37,3.43,GRP,481,387090.0,Switzerland, Vierwaldst¤ttersee ,Expensive (more than 250000),Good (more than 170)
Runabout,Boesch power boats,Used boat,1984,10.28,3.33,Wood,480,76500.0,Switzerland, Vierwaldst¤ttersee ,Medium (44290-250000),Good (more than 170)
Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,9.79,3.26,GRP,479,50000.0,Italy, Lazio ,Medium (44290-250000),Good (more than 170)
Cabin Boat,Gobbi power boats,"Used boat,Diesel",2001,11.7,3.86,GRP,478,115000.0,Germany, Lake Constance ,Expensive (more than 250000),Good (more than 170)
Motor Yacht,Bella power boats,"Used boat,Diesel",2001,8.25,2.6,GRP,478,58000.0,Germany, Lake Constance ,Medium (44290-250000),Good (more than 170)
Offshore Boat,Sunseeker power boats,Used boat,2000,11.85,2.34,GRP,476,115000.0,Switzerland, Gottlieben,Expensive (more than 250000),Good (more than 170)
Wakeboard/Wakesurf,Centurion power boats,"Used boat,Unleaded",2020,7.22,2.5,GRP,476,124338.0,Switzerland, Lake Geneva ,Expensive (more than 250000),Good (more than 170)
Sport Boat,Sea Sprite power boats,"Used boat,Unleaded",1993,6.4,2.15,GRP,476,16218.0,Switzerland, Vierwaldst¤ttersee ,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Marine Projects power boats,"Used boat,Diesel",1988,12.2,3.4,GRP,475,36000.0,Germany, Bayern ,Cheap (less than 44290),Good (more than 170)
Cabin Boat,Selje power boats,"Used boat,Diesel",1977,7.25,2.53,GRP,475,20094.0,Switzerland, Lake Geneva ,Cheap (less than 44290),Good (more than 170)
Sport Boat,Cranchi power boats,"new boat on order,Unleaded",2020,9.85,2.98,GRP,474,203490.0,Switzerland, Lake of Zurich ,Expensive (more than 250000),Good (more than 170)
